Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords,CATEGORY_EN,CATEGORY_ES,FILEPATH,FILENAME
University of California Merced,https://mastodon.social/@universitymerce,https://graduatedivision.ucmerced.edu/,USA,English,-,-,22/09/2021,-,Universities,Universidades,united_states_of_america/UNIVERSITIES.csv,UNIVERSITIES
University of Limerick,https://mastodon.ie/@UL,https://www.ul.ie/,Ireland,English,-,-,07/11/2022,-,Universities,Universidades,ireland/UNIVERSITIES.csv,UNIVERSITIES
University of New Hampshire,https://mastodon.social/@uofnh,http://unh.edu/,USA,English,-,-,16/11/2022,-,Universities,Universidades,united_states_of_america/UNIVERSITIES.csv,UNIVERSITIES
University of Toronto,https://mstdn.social/@UTM,https://www.utoronto.ca/,Canada,English,-,-,04/11/2022,-,Universities,Universidades,canada/UNIVERSITIES.csv,UNIVERSITIES
Universität Bremen,https://wisskomm.social/@unibremen,https://www.uni-bremen.de/,Germany,German,-,-,22/11/2022,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Universität Freiburg,https://bonn.social/@unifreiburg@baw%C3%BC.social,https://uni-freiburg.de/,Germany,German,-,-,04/05/2021,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Universität Greifswald,https://mastodon.social/@unigreifswald,https://www.uni-greifswald.de/,Germany,German,-,-,25/06/2021,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Universität Hohenheim,https://bonn.social/@unihohenheim@baw%C3%BC.social,https://www.uni-hohenheim.de/,Germany,German,-,-,28/04/2021,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Universität Jena,https://mastodon.social/@unijena,https://uni-jena.de/,Germany,German,-,Bot,27/01/2020,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Universität Kassel,https://mastodon.social/@unikassel,https://www.uni-kassel.de/,Germany,German,-,-,17/11/2022,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Universität Konstanz,https://bonn.social/@unikonstanz@baw%C3%BC.social,https://uni.kn/,Germany,German,-,-,02/05/2022,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Universität Mannheim,https://bonn.social/@unimannheim@baw%C3%BC.social,https://www.uni-mannheim.de/,Germany,German,-,-,04/04/2022,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Universität Oldenburg,https://wisskomm.social/@UniOldenburg,https://uol.de/,Germany,German,-,-,28/11/2022,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Universität Stuttgart,https://bonn.social/@Uni_Stuttgart@baw%C3%BC.social,https://www.uni-stuttgart.de/,Germany,German,-,-,09/05/2022,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Universität Tübingen,https://bonn.social/@unituebingen@baw%C3%BC.social,https://uni-tuebingen.de/,Germany,German,-,-,20/07/2021,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Universität Ulm,https://mastodon.social/@UniUlm,https://www.uni-ulm.de/,Germany,German,-,-,06/03/2020,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Universität zu Köln,https://wisskomm.social/@UniKoeln,https://www.uni-koeln.de/,Germany,German,-,-,21/11/2022,-,Universities,Universidades,germany/UNIVERSITIES.csv,UNIVERSITIES
Utrecht University,https://mastodon.online/@UtrechtUniversiteit,https://www.uu.nl/,Netherlands,Dutch,-,-,03/11/2022,-,Universities,Universidades,netherlands/UNIVERSITIES.csv,UNIVERSITIES
Vanesa Jiménez,https://mastodon.world/@vjimenez,https://ctxt.es/user/profile/vanesa,Spain,Spanish,-,-,18/11/2022,-,Journalists,Periodistas,spain/JOURNALISTS.csv,JOURNALISTS
VideoLAN,https://floss.social/@videolan,https://www.videolan.org/,Global,Multi,https://code.videolan.org/,-,03/11/2022,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
Vivaldi,https://social.vivaldi.net/@Vivaldi,https://vivaldi.com/,Global,Multi,-,-,13/11/2022,-,Software,Software,global/SOFTWARE.csv,SOFTWARE
Víctor Olazábal,https://mastodon.world/@vic_olazabal,https://www.linkedin.com/in/victor-m-olaz%C3%A1bal-7734a1101,Spain,Spanish,-,-,18/11/2022,-,Journalists,Periodistas,spain/JOURNALISTS.csv,JOURNALISTS
Wales Governance Centre - CLlC,https://toot.wales/@WalesGovernance,https://www.cardiff.ac.uk/wales-governance-centre,United Kingdom,English,-,-,06/11/2022,-,Universities,Universidades,united_kingdom/UNIVERSITIES.csv,UNIVERSITIES
WBGU,https://social.bund.de/@wbgu,http://www.wbgu.de/,Germany,German,-,-,01/11/2022,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
Willy Veleta,https://mastodon.world/@VeletaWilly,https://ctxt.es/user/profile/Willyveleta,Spain,Spanish,-,-,18/11/2022,-,Journalists,Periodistas,spain/JOURNALISTS.csv,JOURNALISTS
Wilson Ornithological Society ,https://ecoevo.social/@WilsonOrnithSoc,https://wilsonsociety.org/,Global,English,-,-,07/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas",global/SCI_INSTITUTES_JOURNALS_SOCIETIES.csv,SCI_INSTITUTES_JOURNALS_SOCIETIES
Wirtschaft & Klimaschutz,https://social.bund.de/@BMWK,https://www.bmwk.de/Navigation/DE/Home/home.html,Germany,German,-,-,01/11/2022,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
Yago Álvarez Barba,https://activism.openworlds.info/@EconoCabreado,https://www.elsaltodiario.com/autor/yago-alvarez,Spain,Spanish,-,Economista Cabreado,11/11/2022,-,Journalists,Periodistas,spain/JOURNALISTS.csv,JOURNALISTS
York University,https://mstdn.ca/@yorkuniversity,https://www.yorku.ca/,Canada,English,-,-,16/11/2022,-,Universities,Universidades,canada/UNIVERSITIES.csv,UNIVERSITIES
ZIF,https://social.bund.de/@ZIF,https://www.zif-berlin.org/,Germany,German,-,-,01/11/2022,-,Institutions,Instituciones,germany/INSTITUTIONS.csv,INSTITUTIONS
